timestamp,fps,cpu_temp,spi_latency_ms,p1_lives,p2_lives,error
13:29:30:247,29.4,N/A,0.22,3,3,None
13:29:30:280,29.4,N/A,0.02,3,3,None
13:29:30:314,29.4,N/A,0.01,3,3,None
13:29:30:348,29.4,N/A,0.02,3,3,None
13:29:30:381,29.6,N/A,0.01,3,3,None
13:29:30:415,29.6,N/A,0.02,3,3,None
13:29:30:449,29.6,N/A,0.01,3,3,None
13:29:30:482,29.6,N/A,0.03,3,3,None
13:29:30:516,29.6,N/A,0.01,3,3,None
13:29:30:549,29.6,N/A,0.01,3,3,None
13:29:30:584,29.6,N/A,0.01,3,3,None
13:29:30:618,29.6,N/A,0.01,3,3,None
13:29:30:651,29.6,N/A,0.01,3,3,None
13:29:30:686,29.6,N/A,0.03,3,3,None
13:29:30:719,29.6,N/A,0.01,3,3,None
13:29:30:753,29.6,N/A,0.01,3,3,None
13:29:30:787,29.6,N/A,0.01,3,3,None
13:29:30:821,29.6,N/A,0.01,3,3,None
13:29:30:855,29.6,N/A,0.00,3,3,None
13:29:30:888,29.6,N/A,0.01,3,3,None
13:29:30:923,29.6,N/A,0.01,3,3,None
13:29:30:957,29.6,N/A,0.01,3,3,None
13:29:30:990,29.6,N/A,0.01,3,3,None
13:29:31:024,29.6,N/A,0.01,3,3,None
13:29:31:058,29.5,N/A,0.01,3,3,None
13:29:31:092,29.5,N/A,0.01,3,3,None
13:29:31:127,29.5,N/A,0.01,3,3,None
13:29:31:161,29.5,N/A,0.01,3,3,None
13:29:31:227,29.5,N/A,0.00,3,3,None
13:29:31:229,29.5,N/A,0.00,3,3,None
13:29:31:263,29.5,N/A,0.00,3,3,None
13:29:31:297,29.5,N/A,0.00,3,3,None
13:29:31:331,29.5,N/A,0.00,3,3,None
13:29:31:365,29.5,N/A,0.00,3,3,None
13:29:31:399,29.3,N/A,0.00,3,3,None
13:29:31:433,29.3,N/A,0.00,3,3,None
13:29:31:467,29.3,N/A,0.01,3,3,None
13:29:31:500,29.3,N/A,0.01,3,3,None
13:29:31:534,29.3,N/A,0.01,3,3,None
13:29:31:570,29.3,N/A,0.01,3,3,None
13:29:31:602,29.3,N/A,0.01,3,3,None
13:29:31:636,29.3,N/A,0.01,3,3,None
13:29:31:670,29.3,N/A,0.01,3,3,None
13:29:31:704,29.3,N/A,0.01,3,3,None
13:29:31:738,29.5,N/A,0.01,3,3,None
13:29:31:772,29.5,N/A,0.01,3,3,None
13:29:31:807,29.5,N/A,0.01,3,3,None
13:29:31:840,29.5,N/A,0.00,3,3,None
13:29:31:873,29.5,N/A,0.00,3,3,None
13:29:31:907,29.5,N/A,0.00,3,3,None
13:29:31:941,29.5,N/A,0.00,3,3,None
13:29:31:975,29.5,N/A,0.00,3,3,None
13:29:32:009,29.5,N/A,0.00,3,3,None
13:29:32:043,29.5,N/A,0.00,3,3,None
13:29:32:077,29.5,N/A,0.01,3,3,None
13:29:32:111,29.5,N/A,0.01,3,3,None
13:29:32:145,29.5,N/A,0.01,3,3,None
13:29:32:180,29.5,N/A,0.01,3,3,None
13:29:32:212,29.5,N/A,0.01,3,3,None
13:29:32:247,29.5,N/A,0.01,3,3,None
13:29:32:280,29.5,N/A,0.01,3,3,None
13:29:32:314,29.5,N/A,0.01,3,3,None
13:29:32:348,29.5,N/A,0.01,3,3,None
13:29:32:384,29.5,N/A,0.01,3,3,None
13:29:32:416,29.5,N/A,0.01,3,3,None
13:29:32:449,29.5,N/A,0.01,3,3,None
13:29:32:485,29.5,N/A,0.01,3,3,None
13:29:32:519,29.5,N/A,0.01,3,3,None
13:29:32:552,29.5,N/A,0.01,3,3,None
13:29:32:586,29.5,N/A,0.00,3,3,None
13:29:32:620,29.5,N/A,0.01,3,3,None
13:29:32:653,29.5,N/A,0.01,3,3,None
13:29:32:686,29.5,N/A,0.01,3,3,None
13:29:32:721,29.5,N/A,0.01,3,3,None
13:29:32:753,29.6,N/A,0.01,3,3,None
13:29:32:788,29.6,N/A,0.01,3,3,None
13:29:32:822,29.6,N/A,0.01,3,3,None
13:29:32:856,29.6,N/A,0.01,3,3,None
13:29:32:891,29.6,N/A,0.00,3,3,None
13:29:32:924,29.6,N/A,0.01,3,3,None
13:29:32:958,29.6,N/A,0.01,3,3,None
13:29:32:993,29.6,N/A,0.01,3,3,None
13:29:33:026,29.6,N/A,0.01,3,3,None
13:29:33:060,29.6,N/A,0.01,3,3,None
13:29:33:094,29.4,N/A,0.01,3,3,None
13:29:33:128,29.4,N/A,0.01,3,3,None
13:29:33:164,29.4,N/A,0.01,3,3,None
13:29:33:196,29.4,N/A,0.01,3,3,None
13:29:33:230,29.4,N/A,0.01,3,3,None
13:29:33:264,29.4,N/A,0.01,3,3,None
13:29:33:299,29.4,N/A,0.01,3,3,None
13:29:33:332,29.4,N/A,0.01,3,3,None
13:29:33:366,29.4,N/A,0.01,3,3,None
13:29:33:400,29.4,N/A,0.01,3,3,None
13:29:33:434,29.4,N/A,0.01,3,3,None
13:29:33:469,29.4,N/A,0.01,3,3,None
13:29:33:502,29.4,N/A,0.01,3,3,None
13:29:33:537,29.4,N/A,0.01,3,3,None
13:29:33:571,29.4,N/A,0.01,3,3,None
13:29:33:606,29.4,N/A,0.01,3,3,None
13:29:33:640,29.4,N/A,0.01,3,3,None
13:29:33:675,29.4,N/A,0.01,3,3,None
13:29:33:708,29.4,N/A,0.01,3,3,None
13:29:33:742,29.4,N/A,0.01,3,3,None
13:29:33:776,29.2,N/A,0.01,3,3,None
13:29:33:811,29.2,N/A,0.01,3,3,None
13:29:33:845,29.2,N/A,0.01,3,3,None
13:29:33:879,29.2,N/A,0.01,3,3,None
13:29:33:912,29.2,N/A,0.00,3,3,None
13:29:33:945,29.2,N/A,0.00,3,3,None
13:29:33:979,29.2,N/A,0.00,3,3,None
13:29:34:013,29.2,N/A,0.00,3,3,None
13:29:34:047,29.2,N/A,0.00,3,3,None
13:29:34:081,29.2,N/A,0.00,3,3,None
13:29:34:115,29.4,N/A,0.00,3,3,None
13:29:34:149,29.4,N/A,0.00,3,3,None
13:29:34:183,29.4,N/A,0.00,3,3,None
13:29:34:229,29.4,N/A,0.00,3,3,None
13:29:34:252,29.4,N/A,0.00,3,3,None
13:29:34:286,29.4,N/A,0.00,3,3,None
13:29:34:319,29.4,N/A,0.00,3,3,None
13:29:34:353,29.4,N/A,0.00,3,3,None
13:29:34:387,29.4,N/A,0.00,3,3,None
13:29:34:421,29.4,N/A,0.00,3,3,None
13:29:34:454,29.6,N/A,0.01,3,3,None
13:29:34:489,29.6,N/A,0.01,3,3,None
13:29:34:521,29.6,N/A,0.01,3,3,None
13:29:34:555,29.6,N/A,0.01,3,3,None
13:29:34:588,29.6,N/A,0.01,3,3,None
13:29:34:622,29.6,N/A,0.01,3,3,None
13:29:34:657,29.6,N/A,0.01,3,3,None
13:29:34:690,29.6,N/A,0.01,3,3,None
13:29:34:724,29.6,N/A,0.01,3,3,None
13:29:34:758,29.6,N/A,0.01,3,3,None
13:29:34:791,29.6,N/A,0.00,3,3,None
13:29:34:825,29.6,N/A,0.01,3,3,None
13:29:34:859,29.6,N/A,0.01,3,3,None
13:29:34:893,29.6,N/A,0.01,3,3,None
13:29:34:928,29.6,N/A,0.01,3,3,None
13:29:34:960,29.6,N/A,0.01,3,3,None
13:29:34:994,29.6,N/A,0.01,3,3,None
13:29:35:027,29.6,N/A,0.01,3,3,None
13:29:35:062,29.6,N/A,0.01,3,3,None
13:29:35:097,29.6,N/A,0.01,3,3,None
13:29:35:130,29.6,N/A,0.01,3,3,None
13:29:35:163,29.6,N/A,0.00,3,3,None
13:29:35:198,29.6,N/A,0.01,3,3,None
13:29:35:232,29.6,N/A,0.01,3,3,None
13:29:35:266,29.6,N/A,0.01,3,3,None
13:29:35:302,29.6,N/A,0.00,3,3,None
13:29:35:333,29.6,N/A,0.01,3,3,None
13:29:35:368,29.6,N/A,0.01,3,3,None
13:29:35:402,29.6,N/A,0.01,3,3,None
13:29:35:436,29.6,N/A,0.01,3,3,None
13:29:35:470,29.4,N/A,0.01,3,3,None
13:29:35:504,29.4,N/A,0.01,3,3,None
13:29:35:538,29.4,N/A,0.01,3,3,None
13:29:35:574,29.4,N/A,0.01,3,3,None
13:29:35:605,29.4,N/A,0.01,3,3,None
13:29:35:640,29.4,N/A,0.01,3,3,None
13:29:35:674,29.4,N/A,0.01,3,3,None
13:29:35:708,29.4,N/A,0.01,3,3,None
13:29:35:742,29.4,N/A,0.01,3,3,None
13:29:35:776,29.4,N/A,0.01,3,3,None
13:29:35:810,29.4,N/A,0.01,3,3,None
13:29:35:844,29.4,N/A,0.01,3,3,None
13:29:35:878,29.4,N/A,0.01,3,3,None
13:29:35:914,29.4,N/A,0.00,3,3,None
13:29:35:948,29.4,N/A,0.00,3,3,None
13:29:35:981,29.4,N/A,0.01,3,3,None
13:29:36:015,29.4,N/A,0.01,3,3,None
13:29:36:049,29.4,N/A,0.00,3,3,None
13:29:36:083,29.4,N/A,0.01,3,3,None
13:29:36:117,29.4,N/A,0.01,3,3,None
13:29:36:152,29.2,N/A,0.01,3,3,None
13:29:36:186,29.2,N/A,0.01,3,3,None
13:29:36:220,29.2,N/A,0.01,3,3,None
13:29:36:254,29.2,N/A,0.01,3,3,None
13:29:36:289,29.2,N/A,0.01,3,3,None
13:29:36:321,29.2,N/A,0.01,3,3,None
13:29:36:356,29.2,N/A,0.01,3,3,None
13:29:36:389,29.2,N/A,0.01,3,3,None
13:29:36:423,29.2,N/A,0.01,3,3,None
13:29:36:457,29.2,N/A,0.01,3,3,None
13:29:36:490,29.6,N/A,0.01,3,3,None
13:29:36:524,29.6,N/A,0.01,3,3,None
13:29:36:558,29.6,N/A,0.01,3,3,None
13:29:36:592,29.6,N/A,0.01,3,3,None
13:29:36:627,29.6,N/A,0.01,3,3,None
13:29:36:661,29.6,N/A,0.01,3,3,None
13:29:36:694,29.6,N/A,0.01,3,3,None
13:29:36:728,29.6,N/A,0.01,3,3,None
13:29:36:762,29.6,N/A,0.01,3,3,None
13:29:36:796,29.6,N/A,0.01,3,3,None
13:29:36:830,29.4,N/A,0.01,3,3,None
13:29:36:864,29.4,N/A,0.01,3,3,None
13:29:36:897,29.4,N/A,0.01,3,3,None
13:29:36:932,29.4,N/A,0.01,3,3,None
13:29:36:966,29.4,N/A,0.01,3,3,None
13:29:37:000,29.4,N/A,0.01,3,3,None
13:29:37:034,29.4,N/A,0.01,3,3,None
13:29:37:067,29.4,N/A,0.01,3,3,None
13:29:37:104,29.4,N/A,0.01,3,3,None
13:29:37:135,29.4,N/A,0.00,3,3,None
13:29:37:170,29.4,N/A,0.01,3,3,None
13:29:37:204,29.4,N/A,0.01,3,3,None
13:29:37:238,29.4,N/A,0.01,3,3,None
13:29:37:273,29.4,N/A,0.01,3,3,None
13:29:37:307,29.4,N/A,0.01,3,3,None
13:29:37:343,29.4,N/A,0.01,3,3,None
13:29:37:376,29.4,N/A,0.01,3,3,None
13:29:37:409,29.4,N/A,0.01,3,3,None
13:29:37:443,29.4,N/A,0.01,3,3,None
13:29:37:477,29.4,N/A,0.01,3,3,None
13:29:37:510,29.4,N/A,0.01,3,3,None
13:29:37:546,29.4,N/A,0.01,3,3,None
13:29:37:578,29.4,N/A,0.01,3,3,None
13:29:37:612,29.4,N/A,0.00,3,3,None
13:29:37:646,29.4,N/A,0.01,3,3,None
13:29:37:733,29.4,N/A,0.00,3,3,None
timestamp,fps,cpu_temp,spi_latency_ms,p1_lives,p2_lives,error
13:33:04:334,29.6,N/A,0.05,3,3,None
13:33:04:367,29.6,N/A,0.00,3,3,None
13:33:04:401,29.6,N/A,0.01,3,3,None
13:33:04:435,29.6,N/A,0.01,3,3,None
13:33:04:469,29.6,N/A,0.01,3,3,None
13:33:04:504,29.6,N/A,0.02,3,3,None
13:33:04:538,29.6,N/A,0.01,3,3,None
13:33:04:571,29.6,N/A,0.02,3,3,None
13:33:04:605,29.6,N/A,0.01,3,3,None
13:33:04:639,29.6,N/A,0.01,3,3,None
13:33:04:674,29.6,N/A,0.01,3,3,None
13:33:04:708,29.6,N/A,0.01,3,3,None
13:33:04:741,29.4,N/A,0.01,3,3,None
13:33:04:775,29.4,N/A,0.01,3,3,None
13:33:04:809,29.4,N/A,0.01,3,3,None
13:33:04:842,29.4,N/A,0.01,3,3,None
13:33:04:916,29.4,N/A,0.00,3,3,None
13:33:04:918,29.4,N/A,0.00,3,3,None
13:33:04:952,29.4,N/A,0.00,3,3,None
13:33:04:985,29.4,N/A,0.00,3,3,None
13:33:05:018,29.4,N/A,0.00,3,3,None
13:33:05:055,29.4,N/A,0.00,3,3,None
13:33:05:087,28.9,N/A,0.01,3,3,None
13:33:05:121,28.9,N/A,0.01,3,3,None
13:33:05:154,28.9,N/A,0.00,3,3,None
13:33:05:190,28.9,N/A,0.00,3,3,None
13:33:05:224,28.9,N/A,0.01,3,3,None
13:33:05:258,28.9,N/A,0.01,3,3,None
13:33:05:293,28.9,N/A,0.01,3,3,None
13:33:05:325,28.9,N/A,0.00,3,3,None
13:33:05:359,28.9,N/A,0.00,3,3,None
13:33:05:393,28.9,N/A,0.00,3,3,None
13:33:05:427,29.4,N/A,0.00,3,3,None
13:33:05:461,29.4,N/A,0.00,3,3,None
13:33:05:494,29.4,N/A,0.00,3,3,None
13:33:05:528,29.4,N/A,0.00,3,3,None
13:33:05:562,29.4,N/A,0.00,3,3,None
13:33:05:597,29.4,N/A,0.00,3,3,None
13:33:05:629,29.4,N/A,0.00,3,3,None
13:33:05:665,29.4,N/A,0.01,3,3,None
13:33:05:698,29.4,N/A,0.01,3,3,None
13:33:05:733,29.4,N/A,0.00,3,3,None
13:33:05:769,29.5,N/A,0.01,3,3,None
13:33:05:800,29.5,N/A,0.01,3,3,None
13:33:05:834,29.5,N/A,0.00,3,3,None
13:33:05:867,29.5,N/A,0.00,3,3,None
13:33:05:901,29.5,N/A,0.01,3,3,None
13:33:05:935,29.5,N/A,0.01,3,3,None
13:33:05:970,29.5,N/A,0.01,3,3,None
13:33:06:004,29.5,N/A,0.01,3,3,None
13:33:06:038,29.5,N/A,0.01,3,3,None
13:33:06:072,29.5,N/A,0.01,3,3,None
13:33:06:106,29.4,N/A,0.01,3,3,None
13:33:06:143,29.4,N/A,0.01,3,3,None
13:33:06:176,29.4,N/A,0.01,3,3,None
13:33:06:209,29.4,N/A,0.01,3,3,None
13:33:06:242,29.4,N/A,0.01,3,3,None
13:33:06:276,29.4,N/A,0.01,3,3,None
13:33:06:309,29.4,N/A,0.05,3,3,None
13:33:06:343,29.4,N/A,0.00,3,3,None
13:33:06:377,29.4,N/A,0.00,3,3,None
13:33:06:412,29.4,N/A,0.00,3,3,None
13:33:06:446,29.4,N/A,0.01,3,3,None
13:33:06:480,29.4,N/A,0.01,3,3,None
13:33:06:514,29.4,N/A,0.01,3,3,None
13:33:06:550,29.4,N/A,0.01,3,3,None
13:33:06:582,29.4,N/A,0.01,3,3,None
13:33:06:617,29.4,N/A,0.01,3,3,None
13:33:06:650,29.4,N/A,0.01,3,3,None
13:33:06:684,29.4,N/A,0.01,3,3,None
13:33:06:720,29.4,N/A,0.01,3,3,None
13:33:06:752,29.4,N/A,0.01,3,3,None
13:33:06:785,29.5,N/A,0.01,3,3,None
13:33:06:831,29.5,N/A,0.00,3,3,None
13:33:06:853,29.5,N/A,0.00,3,3,None
13:33:06:887,29.5,N/A,0.00,3,3,None
13:33:06:921,29.5,N/A,0.01,3,3,None
13:33:06:956,29.5,N/A,0.01,3,3,None
13:33:06:991,29.5,N/A,0.01,3,3,None
13:33:07:024,29.5,N/A,0.01,3,3,None
13:33:07:058,29.5,N/A,0.00,3,3,None
13:33:07:092,29.5,N/A,0.00,3,3,None
13:33:07:126,29.3,N/A,0.00,3,3,None
13:33:07:159,29.3,N/A,0.00,3,3,None
13:33:07:194,29.3,N/A,0.00,3,3,None
13:33:07:228,29.3,N/A,0.00,3,3,None
13:33:07:262,29.3,N/A,0.00,3,3,None
13:33:07:296,29.3,N/A,0.00,3,3,None
13:33:07:330,29.3,N/A,0.00,3,3,None
13:33:07:364,29.3,N/A,0.00,3,3,None
13:33:07:398,29.3,N/A,0.00,3,3,None
13:33:07:432,29.3,N/A,0.00,3,3,None
13:33:07:465,29.4,N/A,0.00,3,3,None
13:33:07:500,29.4,N/A,0.00,3,3,None
13:33:07:535,29.4,N/A,0.01,3,3,None
13:33:07:569,29.4,N/A,0.01,3,3,None
13:33:07:601,29.4,N/A,0.01,3,3,None
13:33:07:636,29.4,N/A,0.01,3,3,None
13:33:07:668,29.4,N/A,0.00,3,3,None
13:33:07:702,29.4,N/A,0.00,3,3,None
13:33:07:736,29.4,N/A,0.00,3,3,None
13:33:07:770,29.4,N/A,0.00,3,3,None
13:33:07:805,29.5,N/A,0.00,3,3,None
13:33:07:839,29.5,N/A,0.00,3,3,None
13:33:07:873,29.5,N/A,0.00,3,3,None
13:33:07:908,29.5,N/A,0.00,3,3,None
13:33:07:942,29.5,N/A,0.01,3,3,None
13:33:07:976,29.5,N/A,0.01,3,3,None
13:33:08:008,29.5,N/A,0.01,3,3,None
13:33:08:043,29.5,N/A,0.01,3,3,None
13:33:08:077,29.5,N/A,0.01,3,3,None
13:33:08:113,29.5,N/A,0.01,3,3,None
13:33:08:144,29.5,N/A,0.00,3,3,None
13:33:08:179,29.5,N/A,0.01,3,3,None
13:33:08:212,29.5,N/A,0.00,3,3,None
13:33:08:246,29.5,N/A,0.01,3,3,None
13:33:08:279,29.5,N/A,0.01,3,3,None
13:33:08:313,29.5,N/A,0.01,3,3,None
13:33:08:347,29.5,N/A,0.01,3,3,None
13:33:08:382,29.5,N/A,0.01,3,3,None
13:33:08:416,29.5,N/A,0.01,3,3,None
13:33:08:450,29.5,N/A,0.01,3,3,None
13:33:08:483,29.5,N/A,0.01,3,3,None
13:33:08:518,29.5,N/A,0.00,3,3,None
13:33:08:552,29.5,N/A,0.01,3,3,None
13:33:08:586,29.5,N/A,0.01,3,3,None
13:33:08:619,29.5,N/A,0.01,3,3,None
13:33:08:653,29.5,N/A,0.01,3,3,None
13:33:08:686,29.5,N/A,0.01,3,3,None
13:33:08:720,29.5,N/A,0.01,3,3,None
13:33:08:754,29.5,N/A,0.01,3,3,None
13:33:08:788,29.5,N/A,0.01,3,3,None
13:33:08:823,29.5,N/A,0.00,3,3,None
13:33:08:856,29.5,N/A,0.00,3,3,None
13:33:08:890,29.5,N/A,0.01,3,3,None
13:33:08:925,29.5,N/A,0.01,3,3,None
13:33:08:958,29.5,N/A,0.01,3,3,None
13:33:08:993,29.5,N/A,0.01,3,3,None
13:33:09:025,29.5,N/A,0.01,3,3,None
13:33:09:059,29.5,N/A,0.01,3,3,None
13:33:09:093,29.5,N/A,0.00,3,3,None
13:33:09:128,29.5,N/A,0.00,3,3,None
13:33:09:160,29.6,N/A,0.00,3,3,None
13:33:09:193,29.6,N/A,0.00,3,3,None
13:33:09:228,29.6,N/A,0.00,3,3,None
13:33:09:262,29.6,N/A,0.00,3,3,None
13:33:09:296,29.6,N/A,0.01,3,3,None
13:33:09:329,29.6,N/A,0.00,3,3,None
13:33:09:365,29.6,N/A,0.00,3,3,None
13:33:09:398,29.6,N/A,0.01,3,3,None
13:33:09:433,29.6,N/A,0.01,3,3,None
13:33:09:466,29.6,N/A,0.00,3,3,None
13:33:09:502,29.4,N/A,0.01,3,3,None
13:33:09:535,29.4,N/A,0.01,3,3,None
13:33:09:568,29.4,N/A,0.01,3,3,None
13:33:09:602,29.4,N/A,0.01,3,3,None
13:33:09:635,29.4,N/A,0.01,3,3,None
13:33:09:670,29.4,N/A,0.01,3,3,None
13:33:09:703,29.4,N/A,0.01,3,3,None
13:33:09:735,29.4,N/A,0.01,3,3,None
13:33:09:769,29.4,N/A,0.00,3,3,None
13:33:09:803,29.4,N/A,0.01,3,3,None
13:33:09:835,29.8,N/A,0.00,3,3,None
13:33:09:870,29.8,N/A,0.00,3,3,None
13:33:09:904,29.8,N/A,0.01,3,3,None
13:33:09:938,29.8,N/A,0.01,3,3,None
13:33:09:971,29.8,N/A,0.01,3,3,None
13:33:10:006,29.8,N/A,0.01,3,3,None
13:33:10:038,29.8,N/A,0.01,3,3,None
13:33:10:072,29.8,N/A,0.01,3,3,None
13:33:10:108,29.8,N/A,0.01,3,3,None
13:33:10:140,29.8,N/A,0.01,3,3,None
13:33:10:175,29.6,N/A,0.01,3,3,None
13:33:10:208,29.6,N/A,0.01,3,3,None
13:33:10:243,29.6,N/A,0.01,3,3,None
13:33:10:276,29.6,N/A,0.01,3,3,None
13:33:10:312,29.6,N/A,0.01,3,3,None
13:33:10:344,29.6,N/A,0.00,3,3,None
13:33:10:379,29.6,N/A,0.01,3,3,None
13:33:10:412,29.6,N/A,0.01,3,3,None
13:33:10:446,29.6,N/A,0.01,3,3,None
13:33:10:480,29.6,N/A,0.01,3,3,None
13:33:10:514,29.4,N/A,0.01,3,3,None
13:33:10:549,29.4,N/A,0.01,3,3,None
13:33:10:585,29.4,N/A,0.01,3,3,None
13:33:10:616,29.4,N/A,0.01,3,3,None
13:33:10:650,29.4,N/A,0.01,3,3,None
13:33:10:686,29.4,N/A,0.01,3,3,None
13:33:10:719,29.4,N/A,0.01,3,3,None
13:33:10:751,29.4,N/A,0.01,3,3,None
13:33:10:785,29.4,N/A,0.01,3,3,None
13:33:10:821,29.4,N/A,0.01,3,3,None
13:33:10:852,29.6,N/A,0.01,3,3,None
13:33:10:888,29.6,N/A,0.01,3,3,None
13:33:10:920,29.6,N/A,0.01,3,3,None
13:33:10:956,29.6,N/A,0.01,3,3,None
13:33:10:989,29.6,N/A,0.01,3,3,None
13:33:11:025,29.6,N/A,0.01,3,3,None
13:33:11:056,29.6,N/A,0.01,3,3,None
13:33:11:090,29.6,N/A,0.00,3,3,None
13:33:11:123,29.6,N/A,0.00,3,3,None
13:33:11:158,29.6,N/A,0.01,3,3,None
13:33:11:192,29.5,N/A,0.01,3,3,None
13:33:11:226,29.5,N/A,0.01,3,3,None
13:33:11:261,29.5,N/A,0.01,3,3,None
13:33:11:293,29.5,N/A,0.01,3,3,None
13:33:11:327,29.5,N/A,0.00,3,3,None
13:33:11:361,29.5,N/A,0.00,3,3,None
13:33:11:396,29.5,N/A,0.01,3,3,None
13:33:11:430,29.5,N/A,0.01,3,3,None
13:33:11:463,29.5,N/A,0.01,3,3,None
13:33:11:499,29.5,N/A,0.01,3,3,None
13:33:11:531,29.4,N/A,0.01,3,3,None
13:33:11:566,29.4,N/A,0.01,3,3,None
13:33:11:599,29.4,N/A,0.00,3,3,None
13:33:11:633,29.4,N/A,0.01,3,3,None
13:33:11:666,29.4,N/A,0.01,3,3,None
13:33:11:700,29.4,N/A,0.01,3,3,None
13:33:11:734,29.4,N/A,0.01,3,3,None
13:33:11:770,29.4,N/A,0.01,3,3,None
13:33:11:803,29.4,N/A,0.01,3,3,None
13:33:11:837,29.4,N/A,0.00,3,3,None
13:33:11:871,29.5,N/A,0.00,3,3,None
13:33:11:904,29.5,N/A,0.00,3,3,None
13:33:11:940,29.5,N/A,0.01,3,3,None
13:33:11:974,29.5,N/A,0.01,3,3,None
13:33:12:007,29.5,N/A,0.01,3,3,None
13:33:12:042,29.5,N/A,0.01,3,3,None
13:33:12:073,29.5,N/A,0.01,3,3,None
13:33:12:108,29.5,N/A,0.01,3,3,None
13:33:12:141,29.5,N/A,0.01,3,3,None
13:33:12:176,29.5,N/A,0.01,3,3,None
13:33:12:210,29.5,N/A,0.01,3,3,None
13:33:12:245,29.5,N/A,0.01,3,3,None
13:33:12:276,29.5,N/A,0.01,3,3,None
13:33:12:310,29.5,N/A,0.01,3,3,None
13:33:12:344,29.5,N/A,0.00,3,3,None
13:33:12:378,29.5,N/A,0.00,3,3,None
13:33:12:412,29.5,N/A,0.00,3,3,None
13:33:12:446,29.5,N/A,0.01,3,3,None
13:33:12:481,29.5,N/A,0.01,3,3,None
13:33:12:517,29.5,N/A,0.01,3,3,None
13:33:12:550,29.5,N/A,0.01,3,3,None
13:33:12:585,29.5,N/A,0.01,3,3,None
13:33:12:617,29.5,N/A,0.01,3,3,None
13:33:12:650,29.5,N/A,0.01,3,3,None
13:33:12:684,29.5,N/A,0.01,3,3,None
13:33:12:718,29.5,N/A,0.01,3,3,None
13:33:12:752,29.5,N/A,0.01,3,3,None
13:33:12:787,29.5,N/A,0.01,3,3,None
13:33:12:820,29.5,N/A,0.00,3,3,None
13:33:12:854,29.5,N/A,0.00,3,3,None
13:33:12:888,29.4,N/A,0.00,3,3,None
13:33:12:922,29.4,N/A,0.00,3,3,None
13:33:12:956,29.4,N/A,0.00,3,3,None
13:33:12:990,29.4,N/A,0.00,3,3,None
13:33:13:024,29.4,N/A,0.00,3,3,None
13:33:13:057,29.4,N/A,0.00,3,3,None
13:33:13:091,29.4,N/A,0.00,3,3,None
13:33:13:127,29.4,N/A,0.00,3,3,None
13:33:13:160,29.4,N/A,0.01,3,3,None
13:33:13:195,29.4,N/A,0.01,3,3,None
13:33:13:228,29.4,N/A,0.01,3,3,None
13:33:13:263,29.4,N/A,0.01,3,3,None
13:33:13:297,29.4,N/A,0.01,3,3,None
13:33:13:329,29.4,N/A,0.00,3,3,None
13:33:13:364,29.4,N/A,0.00,3,3,None
13:33:13:398,29.4,N/A,0.01,3,3,None
13:33:13:430,29.4,N/A,0.00,3,3,None
13:33:13:465,29.4,N/A,0.01,3,3,None
13:33:13:517,29.4,N/A,0.00,3,3,None
13:33:13:532,29.4,N/A,0.00,3,3,None
13:33:13:566,29.6,N/A,0.00,3,3,None
13:33:13:600,29.6,N/A,0.01,3,3,None
13:33:13:637,29.6,N/A,0.01,3,3,None
13:33:13:669,29.6,N/A,0.01,3,3,None
13:33:13:703,29.6,N/A,0.01,3,3,None
13:33:13:736,29.6,N/A,0.01,3,3,None
13:33:13:771,29.6,N/A,0.01,3,3,None
13:33:13:806,29.6,N/A,0.01,3,3,None
13:33:13:839,29.6,N/A,0.00,3,3,None
13:33:13:873,29.6,N/A,0.00,3,3,None
13:33:13:907,29.3,N/A,0.01,3,3,None
13:33:13:940,29.3,N/A,0.01,3,3,None
13:33:13:974,29.3,N/A,0.01,3,3,None
13:33:14:008,29.3,N/A,0.01,3,3,None
13:33:14:043,29.3,N/A,0.01,3,3,None
13:33:14:076,29.3,N/A,0.01,3,3,None
13:33:14:109,29.3,N/A,0.01,3,3,None
13:33:14:145,29.3,N/A,0.01,3,3,None
13:33:14:178,29.3,N/A,0.01,3,3,None
13:33:14:211,29.3,N/A,0.01,3,3,None
13:33:14:246,29.6,N/A,0.01,3,3,None
13:33:14:279,29.6,N/A,0.01,3,3,None
13:33:14:312,29.6,N/A,0.00,3,3,None
13:33:14:346,29.6,N/A,0.00,3,3,None
13:33:14:381,29.6,N/A,0.01,3,3,None
13:33:14:415,29.6,N/A,0.01,3,3,None
13:33:14:448,29.6,N/A,0.01,3,3,None
13:33:14:482,29.6,N/A,0.01,3,3,None
13:33:14:516,29.6,N/A,0.01,3,3,None
13:33:14:550,29.6,N/A,0.01,3,3,None
13:33:14:584,29.5,N/A,0.00,3,3,None
13:33:14:618,29.5,N/A,0.01,3,3,None
13:33:14:654,29.5,N/A,0.01,3,3,None
13:33:14:686,29.5,N/A,0.01,3,3,None
13:33:14:721,29.5,N/A,0.01,3,3,None
13:33:14:755,29.5,N/A,0.01,3,3,None
13:33:14:789,29.5,N/A,0.01,3,3,None
13:33:14:822,29.5,N/A,0.00,3,3,None
13:33:14:856,29.5,N/A,0.00,3,3,None
13:33:14:891,29.5,N/A,0.01,3,3,None
13:33:14:925,29.4,N/A,0.01,3,3,None
13:33:14:958,29.4,N/A,0.01,3,3,None
13:33:14:994,29.4,N/A,0.01,3,3,None
